mean_rr,sdnn,rmssd,ecg_peak_count,eda_mean,eda_std,eda_peak_count,eda_slope,resp_mean,resp_std,resp_zero_crossings,label
0.7886285714285713,0.08445920482050234,0.04225314408808161,76,3.2186978674972986,0.21550548823219215,14,-5.771121117055879e-07,-0.003555165576532484,0.8448154922060921,44,0
0.7572710622710623,0.05679481273318899,0.03572801220446911,79,3.1656673837414204,0.20920808942821895,14,1.4946551736753226e-05,0.05169920099375206,1.0114490149704942,44,0
0.7897142857142857,0.051543258366087,0.04173862145164775,76,3.180355346125575,0.23701147072111556,10,1.5144303535479972e-05,0.0125534106347575,0.9597394416589717,47,0
0.8167123287671233,0.05390570720012068,0.04252183646038491,74,3.1517220579839966,0.20864108441751114,4,-2.309533440278757e-05,-0.04283443152853082,0.901637338959939,48,0
0.8061003861003861,0.06601671941251722,0.04905908073223982,75,3.342517957573,0.4674189062906451,6,2.1856701361991334e-06,-0.0005292847866978177,0.894166915643588,47,0
0.792647619047619,0.06532959589476459,0.0529913250401337,76,3.4441232547222738,0.420726897327014,9,5.715169618225866e-06,-0.0030653592254951717,0.9601327559722177,47,0
0.7937333333333334,0.06867923800120605,0.0634151695466202,76,3.463090703159732,0.2939481968676417,9,-6.211296075103343e-06,-0.017885425705415903,1.086814906205622,49,0
0.8174755381604696,0.07197346781819033,0.05168449330381949,74,3.8447514596699426,0.38460452199497014,10,1.5531755486562013e-05,-0.014189854932295031,1.017113486831965,45,0
0.8330382293762574,0.07424117592927129,0.0518697066918949,72,3.737977030433826,0.43205620180637866,10,-8.811925485611572e-06,0.034001589748007294,0.9019415154806925,43,0
0.7780451127819548,0.09484648745108015,0.05802884574739973,77,3.2295190904882163,0.27336408605730617,14,-2.1907759495424927e-05,0.009279692088873037,0.9666466653765032,42,0
0.7449642857142857,0.09902096639456862,0.0726951004437009,81,2.8338188739363055,0.2440285923007564,17,-1.3841797289635944e-05,-0.03315742432066859,0.9840945662345899,40,1
0.7921714285714286,0.0957310177272865,0.06668578508728991,76,2.4706164991528636,0.1846691340041306,10,-1.6157733105025997e-05,-0.0023101013314131905,0.8000686177802945,43,1
0.8424748490945674,0.07681462241722861,0.052955782203690134,72,2.146912396056299,0.18599644656530512,3,-1.508378287139975e-05,0.002112304110684668,0.5467009643731919,44,1
0.8522774327122153,0.07434116374571839,0.06404108450207321,70,1.8641719714279978,0.14151983323570172,3,-1.2448495510267473e-05,0.008103164812165484,0.5106974999195629,45,1
0.8076833976833976,0.07881349258532525,0.07996731929630703,75,1.6305638542624676,0.12937904407046438,7,-9.394846494329349e-06,-0.00724736776168624,0.6458372583688884,48,1
0.7986293436293436,0.07011079372740765,0.06685807950905262,75,1.442093624572997,0.09852166904620915,15,-8.980827376619088e-06,-0.0027369829439373695,0.6580796874550439,47,1
0.8183170254403132,0.05967920132719063,0.05679008169288724,74,1.2553696951408817,0.12955233291536253,19,-9.863666632604233e-06,0.006439106791606842,0.5267687867578302,46,1
0.8266269841269841,0.05030592664869493,0.05156950285396178,73,1.0512948708009222,0.10621144294274974,17,-8.690746006082161e-06,-0.003083803128763207,0.48321619363621965,45,1
0.8232142857142857,0.05989680751943636,0.05234621737169231,73,0.8839914716517883,0.086721739111408,18,-7.182996948375069e-06,0.0026173342541777494,0.49394260700832404,44,1
0.8334004024144869,0.07543430493009443,0.06072160820189059,72,0.745274822740521,0.0735401579472089,21,-6.063925039118036e-06,0.0024390329738070726,0.5122322734764083,45,1
0.8459387755102039,0.07403790523719389,0.059204276926491065,71,0.6284495157490442,0.06150937952539258,23,-5.042640442080695e-06,-0.005681749854105821,0.5033445414007897,45,1
0.8266468253968253,0.07279609943600343,0.06345970559319733,73,0.5295945745325001,0.053054658307448294,23,-4.432327884276417e-06,-0.010412552602771673,0.5083341742510015,46,1
0.8293650793650795,0.05407063118705468,0.04801911088369256,73,0.44029593150441587,0.05031235816180539,23,-4.157823352063835e-06,0.004068992798946453,0.5021115630009642,45,1
0.8509591836734693,0.053561071885195176,0.060987389661491226,71,0.35620060252523034,0.046387817870770426,23,-3.7744093904868383e-06,0.008556718877960286,0.48532026989729293,43,1
0.8431388329979879,0.04935608350466837,0.0643213053404524,72,0.2806796376868961,0.04068922255718087,21,-3.416533027053152e-06,-0.006606984755092203,0.4724333174777552,43,1
0.817729941291585,0.04935017232884486,0.050928732829949724,74,0.21532364187692363,0.03482082520005892,24,-2.8004386433289452e-06,-0.0011871251293151266,0.49221669835921844,44,1
0.8216829745596868,0.06388561839249784,0.06396835243601859,74,0.16129115434940933,0.027793923891004223,28,-2.3165315578366583e-06,-0.004210419808042276,0.5030044006850802,46,1
0.8499795918367347,0.05986256994399651,0.06741081283499577,71,0.11518354307091004,0.025979579586878035,30,-2.145972178417971e-06,0.0012845367737155827,0.48046836128351106,44,1
0.8394164989939639,0.04778784283336909,0.05740628057593248,72,0.07254444801113488,0.023460656622505693,33,-1.9146643611541014e-06,0.00860609880701112,0.4689285692071447,42,1
0.8170254403131115,0.06491117925535479,0.0690638322508248,74,0.03307474050254566,0.021948785393737968,35,-1.7472852820951196e-06,-0.011052699200588165,0.4785455546318538,44,1
0.8183561643835616,0.07688645918479908,0.07404417385952579,74,-0.0020090486874464824,0.018698451243225448,35,-1.6231418329834731e-06,-0.007268400073118198,0.48327360534175656,45,1
0.8435613682092556,0.04943944079758084,0.051808685967615134,72,-0.033083647855786054,0.017516915918010155,36,-1.476554949038047e-06,0.008264630205846644,0.4703749764684405,44,1
0.8651966873706004,0.045460586798403486,0.0445630378872255,70,-0.061420709766357176,0.01526442215715371,38,-1.2840741045184695e-06,0.010130020123351794,0.4596319641029638,42,1
0.8441836734693877,0.07318108114283696,0.07270291799999698,71,-0.08805790373292705,0.01546614544334186,39,-1.243532305328979e-06,-0.004106558431966702,0.5011844231299987,41,1
0.8382092555331992,0.08002289062777106,0.07810846909654812,72,-0.11595364501052803,0.016662280151169582,41,-1.40113864665632e-06,0.001505202189019146,0.5262162336107505,41,1
0.8541836734693877,0.08816044260409504,0.09843435724174755,71,-0.14575110306795508,0.01771978511502448,43,-1.3978791424186028e-06,0.0020867580987508957,0.495100497443538,40,1
0.8465918367346938,0.0809020906500785,0.08962523438336271,71,-0.17472217416716732,0.015889777820368028,42,-1.3023871830305332e-06,-0.00679032048845492,0.4755316271905713,41,1
