mean_rr,sdnn,rmssd,ecg_peak_count,eda_mean,eda_std,eda_peak_count,eda_slope,resp_mean,resp_std,resp_zero_crossings,label
0.7735250463821892,0.06988369589770982,0.03510456988865793,78,-1.0578167951185078,0.004532000027732892,37,4.085740931343549e-07,-0.013596176912117869,0.850256423867408,40,0
0.7944571428571429,0.06799117990017298,0.04648659872483532,76,-1.052932476991527,0.0038847445962787133,39,-2.5729982791277722e-08,0.003021259701804021,0.8972039446122068,39,0
0.8111545988258317,0.06746981123620947,0.0499863927062387,74,-1.0519908362370498,0.002885798530866983,41,-3.35983147674949e-08,-0.008458381332265983,0.9653516040814895,36,0
0.873970588235294,0.09936105767959297,0.06226925116438006,69,-1.0537243801191816,0.0024673865977925193,42,5.194741060939497e-08,-0.015963927987262698,0.9861087778801617,33,1
0.9432426303854873,0.082883804588814,0.07911625099702063,64,-1.0579481436990803,0.004062941016496964,46,-3.4791632179105514e-07,0.003211847713726072,0.9226721243628547,34,1
0.9680327868852457,0.07208418739613522,0.07228133809452267,62,-1.0640480346551304,0.0037153884623598536,43,-3.220024385791027e-07,0.020702649129137256,0.8317307816549672,32,1
0.9737704918032788,0.08281717229672546,0.06869581971458309,62,-1.069934855661319,0.003566799368181996,42,-1.4131994472142496e-07,0.0012858612488772941,1.0389208143656785,27,1
0.9240401785714285,0.10843375748923127,0.06321353305469395,65,-1.0735086534373455,0.0018701197616485085,39,-1.5726571556092435e-07,-0.007555401781699578,1.0819733612302913,28,1
0.886268656716418,0.10414438395489183,0.05839642316712272,68,-1.077334477153768,0.004034345136323785,35,-1.0929645367743107e-07,0.00384404227804463,0.8839945189457956,34,1
0.9108571428571429,0.1140816309680608,0.06854980127689679,66,-1.0740931504474625,0.008393296587569599,38,6.210549601384865e-07,-0.0013164904349265403,0.9658621395050553,31,1
0.9322675736961451,0.09021179948947322,0.07004395309640908,64,-1.0603584518553515,0.009017784520860526,43,4.5351393244446356e-07,0.01374653508901602,0.9607974299431127,30,1
0.9434467120181406,0.06536218146972333,0.06379381699068451,64,-1.0556668597754508,0.0038943204946732895,44,-5.8572472769514135e-08,0.009600499305282425,0.7811970170061205,33,1
0.9390476190476191,0.06928296742807556,0.05712442098908069,64,-1.0566188319333167,0.002559029410034636,43,8.585902888339333e-08,-0.009019317007672905,0.7307076107113772,33,1
0.9409297052154194,0.0794890382779883,0.05884671734429044,64,-1.0536825126749927,0.002037806550715385,43,2.6039905820163775e-08,-0.008087466755443718,0.7968035902090521,32,1
0.9541244239631338,0.074836272831544,0.062430690910918046,63,-1.0539451421459667,0.002435248358768359,39,-3.06941488395575e-08,0.011899863588111013,0.8032049103945641,31,1
